CON_TICKET_ID,VIC_DESCRIPTION,CLM_DESCRIPTION,CON_ISSUE_DATE,VKL_DESCRIPTION
S200900258,Parking Without Authorization,Rose Garden Parkade,15-07-14,BMW
S200900259,Parking Without Authorization,Marine Drive Lot,15-07-14,Dodge
S200900260,Parking in Improper Location,Ponderosa Complex,15-07-14,Suzuki
S200900261,Parking Without Authorization,West Parkade,15-07-14,Hyundai
S200900262,Parking Without Authorization,West Parkade,15-07-14,Chevrolet
S200900263,Parking Without Authorization,West Parkade,15-07-14,BMW
S200900264,Parking Without Authorization,West Parkade,15-07-14,Nissan
S200900265,Parking in Improper Location,Place Vanier Commons Bloc,15-07-14,Ford
S200900266,Parking Without Authorization,Fraser River Parkade,15-07-14,Toyota
S200900267,Parking Without Authorization,West Parkade,15-07-15,Honda
S200900268,Parking Without Authorization,Armouries Lot,15-07-15,Nissan
S200900269,Parking Without Authorization,West Parkade,15-07-15,Mitsubishi
S200900270,Parking Without Authorization,West Parkade,15-07-15,Mazda
S200900271,Parking Without Authorization,West Parkade,15-07-15,Mazda
S200900272,Parking Without Authorization,Fraser River Parkade,15-07-15,Mazda
S200900273,Parking Without Authorization,Fraser River Parkade,15-07-15,Suzuki
S200900274,Parking Without Authorization,West Parkade,15-07-15,Ford
S200900275,Parking Without Authorization,West Parkade,15-07-15,Volkswagen
S200900276,Parking Without Authorization,Marine Drive Lot,15-07-15,Nissan
S200900277,Disobeyed Compliance Officer,B.C.Binning,15-07-15,Toyota
S200900278,Parking Without Authorization,West Parkade,15-07-16,Mazda
S200900279,Parking Without Authorization,Fraser River Parkade,15-07-16,Toyota
S200900280,Parking Without Authorization,West Parkade,15-07-16,Toyota
S200900281,Parking Without Authorization,West Parkade,15-07-16,Toyota
S200900282,Parking Without Authorization,West Parkade,15-07-17,BMW
S200900283,Parking Without Authorization,West Parkade,15-07-17,Toyota
S200900284,Parking Without Authorization,West Parkade,15-07-17,Toyota
S200900285,Parking Without Authorization,West Parkade,15-07-17,Toyota
S200900286,Parking Without Authorization,West Parkade,15-07-17,Dodge
S200900287,Parking Without Authorization,West Parkade,15-07-17,Honda
S200900288,Parking Without Authorization,West Parkade,15-07-17,Toyota
S200900289,Parking Without Authorization,Marine Drive Lot,15-07-17,Chevrolet
S200900290,Parking Without Authorization,Rose Garden Parkade,15-07-17,Audi
S200900291,Parking Without Authorization,Rose Garden Parkade,15-07-17,Mercendes-Benz
S200900292,Parking Without Authorization,Rose Garden Parkade,15-07-17,Nissan
S200900293,Parking Without Authorization,Fraser River Parkade,15-07-17,Mazda
S200900294,Parking Without Authorization,Fraser River Parkade,15-07-17,Toyota
S200900295,Parking Without Authorization,Fraser River Parkade,15-07-17,Honda
S200900296,Parking Without Authorization,Marine Drive Lot,15-07-17,Acura
S200900297,Expired Time,Beaty Biodiversity Museum,15-07-20,Acura
S200900298,Parking Without Authorization,Walter Gage Road,15-07-20,Volkswagen
S200900299,Parking Without Authorization,Health Sciences Parkade,15-07-20,Toyota
S200900300,Parking Without Authorization,Health Sciences Parkade,15-07-20,Mazda
S200900301,Parking Without Authorization,Health Sciences Parkade,15-07-20,Honda
S200900302,Parking Without Authorization,North Parkade,15-07-20,Volkswagen
S200900303,Parking Without Authorization,North Parkade,15-07-20,Honda
S200900304,Parking Without Authorization,North Parkade,15-07-20,Lexus
S200900305,Parking Without Authorization,North Parkade,15-07-20,BMW
S200900306,Parking Without Authorization,Buchanan Meters,15-07-20,Mercendes-Benz
S200900307,Parking Without Authorization,Student Recreation Centre,15-07-20,Ford
S200900308,Parking Without Authorization,Health Sciences Parkade,15-07-20,Mazda
S200900309,Parking Without Authorization,Health Sciences Parkade,15-07-20,Honda
S200900310,Parking Without Authorization,Health Sciences Parkade,15-07-20,Chevrolet
S200900311,Parking Without Authorization,Health Sciences Parkade,15-07-20,Toyota
S200900312,Parking Without Authorization,North Parkade,15-07-20,Chrysler
S200900313,Parking Without Authorization,North Parkade,15-07-20,Dodge
S200900314,Parking Without Authorization,North Parkade,15-07-20,Volkswagen
S200900315,Parking Without Authorization,Walter Gage Road,15-07-21,Kia
S200900316,Parking Without Authorization,North Parkade,15-07-21,Toyota
S200900317,Parking Without Authorization,Health Sciences Parkade,15-07-21,BMW
S200900318,Parking Without Authorization,Health Sciences Parkade,15-07-21,Mazda
S200900319,Parking Without Authorization,Health Sciences Parkade,15-07-21,Nissan
S200900320,Parking Without Authorization,Health Sciences Parkade,15-07-21,Jeep
S200900321,Parking Without Authorization,Health Sciences Parkade,15-07-21,Honda
S200900322,Parking Without Authorization,Health Sciences Parkade,15-07-21,Dodge
S200900323,Parking Without Authorization,Health Sciences Parkade,15-07-21,Dodge
S200900324,Parking Without Authorization,Health Sciences Parkade,15-07-21,Toyota
S200900325,Parking Without Authorization,Acute Care Unit Lot,15-07-21,Volkswagen
S200900326,Parking Without Authorization,2200 Blk Wesbrook Mall,15-07-21,Hyundai
S200900327,Parking Without Authorization,North Parkade,15-07-21,Toyota
S200900328,Parking Without Authorization,North Parkade,15-07-21,Subaru
S200900329,Parking Without Authorization,North Parkade,15-07-21,Chevrolet
S200900330,Parking Without Authorization,Ritsumeikan Lot,15-07-21,SmartCar
S200900335,Parking Without Authorization,Marine Drive Lot,15-07-23,Volkswagen
S200900336,Parking Without Authorization,Marine Drive Lot,15-07-23,Chevrolet
S200900337,Counterfeit Pass,2100 Blk Wesbrook Mall,15-07-24,Acura
S200900338,Parking Without Authorization,Buchanan Meters,15-07-24,Honda
S200900339,Parking Without Authorization,Buchanan Meters,15-07-24,Jeep
S200900340,Parking Without Authorization,North Parkade,15-07-24,BMW
S200900341,Parking Without Authorization,Health Sciences Parkade,15-07-24,Hyundai
S200900342,Parking Without Authorization,Health Sciences Parkade,15-07-24,Hyundai
S200900343,Parking Without Authorization,Health Sciences Parkade,15-07-24,Volkswagen
S200900344,Parking Without Authorization,Health Sciences Parkade,15-07-24,Acura
S200900345,Parking Without Authorization,Walter Gage Road,15-07-24,BMW
S200900346,Parking Without Authorization,Walter Gage Road,15-07-24,Toyota
S200900347,Parking Without Authorization,North Parkade,15-07-24,Toyota
S200900348,Parking Without Authorization,North Parkade,15-07-24,Toyota
S200900349,Parking Without Authorization,Cecil Green Road,15-07-24,Toyota
S200900350,Parking Without Authorization,Health Sciences Parkade,15-07-24,BMW
S200900351,Parking Without Authorization,Health Sciences Parkade,15-07-24,Honda
S200900352,Parking Without Authorization,Law Lot,15-07-24,Bentley
S200900353,Parking Without Authorization,Walter Gage Road,15-07-24,Jeep
S200900354,Parking Without Authorization,North Parkade,15-07-24,BMW
S200900355,Parking Without Authorization,North Parkade,15-07-24,Chevrolet
S200900356,Parking Without Authorization,North Parkade,15-07-24,Volkswagen
S200900357,Parking Without Authorization,Health Sciences Parkade,15-07-24,Toyota
S200900358,Parking Without Authorization,Health Sciences Parkade,15-07-24,Ford
S200900359,Parking Without Authorization,Health Sciences Parkade,15-07-24,Scion
S200900360,Parking Without Authorization,Health Sciences Parkade,15-07-24,Toyota
S200900361,Changed License Plate,Beaty Biodiversity,15-07-27,Acura
S200900362,Parking in Improper Location,Agronomy Road,15-07-27,Dodge
S200900363,Vehicle in Pedestrian Area,Thunderbird Parkade,15-07-27,Ford
S200900364,Parking Without Authorization,Acute Care Unit Lot,15-07-27,SmartCar
S200900365,Parking Without Authorization,Buchanan Meters,15-07-27,Suzuki
S200900366,Parking Without Authorization,University Boulevard,15-07-27,Toyota
S200900367,Parking Without Authorization,Walter Gage Road,15-07-27,Suzuki
S200900368,Parking Without Authorization,Walter Gage Road,15-07-27,Honda
S200900369,Parking Without Authorization,North Parkade,15-07-27,BMW
S200900370,Parking in Improper Location,Family Nutrition,15-07-28,Dodge
S200900371,Parking in Improper Location,Family Nutrition,15-07-28,Toyota
S200900372,Parking Without Authorization,West Parkade,15-07-28,Audi
S200900373,Parking Without Authorization,Fraser River Parkade,15-07-28,Chevrolet
S200900374,Parking Without Authorization,Rose Garden Parkade,15-07-28,General Motors
S200900375,Parking Without Authorization,Rose Garden Parkade,15-07-28,Toyota
S200900376,Parking Without Authorization,Rose Garden Parkade,15-07-28,Mazda
S200900377,Parking Without Authorization,East Mall Road,15-08-05,Honda
S200900378,Parking Without Authorization,Fairview Avenue,15-08-05,Kawaski
S200900379,Parking Without Authorization,Walter Gage Road,15-08-05,Hyundai
S200900380,Parking Without Authorization,North Parkade,15-08-05,Jeep
S200900381,Parking Without Authorization,North Parkade,15-08-05,Honda
S200900382,Parking Without Authorization,North Parkade,15-08-05,Toyota
S200900383,Parking Without Authorization,North Parkade,15-08-05,Honda
S200900384,Parking Without Authorization,North Parkade,15-08-05,Acura
S200900385,Parking Without Authorization,Thunderbird Parkade,15-08-05,Nissan
S200900386,Parking Without Authorization,Thunderbird Parkade,15-08-05,Nissan
S200900387,Parking in Improper Location,Nest,15-08-05,General Motors
S200900388,Parking Without Authorization,University Boulevard,15-08-05,Cadillac
S200900389,Parking Without Authorization,Health Sciences Parkade,15-08-05,Acura
S200900390,Parking Without Authorization,Health Sciences Parkade,15-08-05,Honda
S200900391,Parking Without Authorization,Health Sciences Parkade,15-08-05,Mercendes-Benz
S200900392,Parking Without Authorization,Health Sciences Parkade,15-08-05,Mercendes-Benz
S200900393,Parking Without Authorization,Health Sciences Parkade,15-08-05,Mazda
S200900395,Parking Without Authorization,C2 LOT,15-08-05,Honda
S200900396,Parking Without Authorization,North Parkade,15-08-05,Mercendes-Benz
S200900397,Parking Without Authorization,North Parkade,15-08-05,Lexus
S200900398,Parking Without Authorization,North Parkade,15-08-05,Mini
S200900399,Parking Without Authorization,Walter Gage Road,15-08-05,Chevrolet
S200900400,Parking Without Authorization,Walter Gage Road,15-08-05,General Motors
S200900401,Parking Without Authorization,Thunderbird Parkade,15-08-05,Nissan
S200900402,Parking Without Authorization,Thunderbird Parkade,15-08-05,Dodge
S200900403,Parking Without Authorization,Walter Gage Road,15-08-06,Toyota
S200900404,Parking Without Authorization,Acute Care Unit Lot,15-08-06,Lexus
S200900405,Parking Without Authorization,Acute Care Unit Lot,15-08-06,Honda
S200900406,Parking Without Authorization,Thunderbird Parkade,15-08-06,Mazda
S200900407,Parking Without Authorization,Thunderbird Parkade,15-08-06,Chevrolet
S200900408,Parking Without Authorization,Thunderbird Parkade,15-08-06,Toyota
S200900409,Parking Without Authorization,Thunderbird Parkade,15-08-06,Subaru
S200900410,Parking Without Authorization,Health Sciences Parkade,15-08-06,Mercendes-Benz
S200900411,Parking Without Authorization,Health Sciences Parkade,15-08-06,Mazda
S200900412,Parking Without Authorization,Health Sciences Parkade,15-08-06,Mazda
S200900413,Parking Without Authorization,Health Sciences Parkade,15-08-06,Toyota
S200900414,Parking Without Authorization,Health Sciences Parkade,15-08-06,Honda
S200900415,Parking Without Authorization,North Parkade,15-08-06,Toyota
S200900416,Parking Without Authorization,North Parkade,15-08-06,Honda
S200900417,Parking Without Authorization,North Parkade,15-08-06,Honda
S200900418,Parking Without Authorization,North Parkade,15-08-06,BMW
S200900419,Parking Without Authorization,Law Lot,15-08-06,Kawaski
S200900420,Parking Without Authorization,North Parkade,15-08-06,Subaru
S200900421,Parking Without Authorization,North Parkade,15-08-06,Chevrolet
S200900422,Parking Without Authorization,Thunderbird Parkade,15-08-06,Lexus
S200900423,Parking Without Authorization,Thunderbird Parkade,15-08-06,Subaru
S200900424,Parking Without Authorization,Acadia Park Fairview Cres,15-08-08,Toyota
S200900425,Parking Without Authorization,Acute Care Unit Lot,15-08-10,Ford
S200900426,Parking Without Authorization,Agronomy Road,15-08-11,Nissan
S200900427,Vehicle in Service Zone,Applied Sciences Lane,15-08-11,Acura
S200900428,Improper Parking,Nest,15-08-11,Ford
S200900429,Improper Parking,Nest,15-08-11,Dodge
S200900430,Parking Without Authorization,Health Sciences Parkade,15-08-11,BMW
S200900431,Parking Without Authorization,Winter Sports Lot,15-08-11,Honda
S200900432,Parking Without Authorization,East Mall Road,15-08-11,Nissan
S200900433,Parking Without Authorization,B4 LOT,15-08-11,Honda
S200900434,Parking Without Authorization,Acute Care Unit Lot,15-08-12,Mazda
S200900435,Parking Without Authorization,East Mall Road,15-08-12,Honda
S200900436,Parking Without Authorization,Thunderbird Parkade,15-08-12,Saturn
S200900437,Parking Without Authorization,Thunderbird Parkade,15-08-12,Toyota
S200900438,Parking Without Authorization,Marine Drive Meters,15-08-12,Ford
S200900439,Parking Without Authorization,West Parkade,15-08-12,BMW
S200900440,Parking Without Authorization,West Parkade,15-08-12,Honda
S200900441,Parking Without Authorization,Acute Care Unit Lot,15-08-12,Mercendes-Benz
S200900442,Parking Without Authorization,Marine Drive Lot,15-08-12,Toyota
S200900443,Parking Without Authorization,Strangway Parking Lot,15-08-12,Honda
S200900444,Parking Without Authorization,2200 Blk Wesbrook Mall,15-08-12,Honda
S200900445,Parking in Improper Location,Biological Sciences ,15-08-12,Nissan
S200900446,Parking Without Authorization,West Parkade,15-08-12,Honda
S200900447,Improper Parking,West Parkade,15-08-12,Nissan
S200900448,Parking Without Authorization,Acute Care Unit Lot,15-08-13,Dodge
S200900449,Parking Without Authorization,Health Sciences Parkade,15-08-13,Yamaha
S200900450,Parking Without Authorization,Michael Smith Meters,15-08-13,Mini
S200900451,Parking Without Authorization,Michael Smith Meters,15-08-13,Mazda
S200900452,Parking Without Authorization,2200 Blk Wesbrook Mall,15-08-13,Nissan
S200900453,Parking Without Authorization,East Mall Road,15-08-13,Volkswagen
S200900454,Parking Without Authorization,Thunderbird Parkade,15-08-13,Ford
S200900455,Parking Without Authorization,Thunderbird Parkade,15-08-13,Mercendes-Benz
S200900456,Parking Without Authorization,Thunderbird Parkade,15-08-13,BMW
S200900457,Parking Without Authorization,University Boulevard,15-08-13,Hyundai
S200900458,Parking Without Authorization,C2 LOT,15-08-13,Nissan
S200900459,Parking Without Authorization,C2 LOT,15-08-13,Honda
S200900460,Parking Without Authorization,Totem Park Residence,15-08-14,Toyota
S200900461,Parking Without Authorization,Education Road,15-08-14,SmartCar
S200900462,Parking Without Authorization,Strangway Parking Lot,15-08-14,Ford
S200900463,Parking Without Authorization,Thunderbird Parkade,15-08-14,Honda
S200900464,Parking Without Authorization,C2 LOT,15-08-14,Toyota
S200900465,Parking Without Authorization,C2 LOT,15-08-14,Mazda
S200900466,Parking Without Authorization,Thunderbird Parkade,15-08-14,Honda
S200900467,Parking Without Authorization,West Parkade,15-08-18,Chrysler
S200900468,Parking Without Authorization,West Parkade,15-08-18,Pontiac
S200900469,Parking Without Authorization,Fraser River Parkade,15-08-18,Toyota
S200900470,Parking Without Authorization,Rose Garden Parkade,15-08-18,Volkswagen
S200900471,Parking Without Authorization,North Parkade,15-08-18,Dodge
S200900472,Parking Without Authorization,West Parkade,15-08-18,Mazda
S200900473,Parking Without Authorization,West Parkade,15-08-18,Toyota
S200900474,Parking Without Authorization,West Parkade,15-08-18,Chevrolet
S200900475,Parking Without Authorization,West Parkade,15-08-18,Volkswagen
S200900476,Parking Without Authorization,Ritsumeikan Lot,15-08-19,Toyota
S200900477,Parking Without Authorization,Rose Garden Parkade,15-08-19,Honda
S200900478,Parking Without Authorization,West Parkade,15-08-19,Dodge
S200900479,Parking Without Authorization,West Parkade,15-08-19,Mazda
S200900480,Parking Without Authorization,West Parkade,15-08-19,Chevrolet
S200900481,Parking Without Authorization,Armouries Lot,15-08-19,Nissan
S200900482,Parking Without Authorization,Cecil Green Road,15-08-19,General Motors
S200900483,Parking Without Authorization,Fraser River Parkade,15-08-19,Hyundai
S200900484,Parking Without Authorization,Rose Garden Parkade,15-08-19,Nissan
S200900485,Parking Without Authorization,Rose Garden Parkade,15-08-19,BMW
S200900486,Parking Without Authorization,North Parkade,15-08-19,Toyota
S200900487,Parking Without Authorization,West Parkade,15-08-19,Toyota
S200900488,Parking Without Authorization,West Parkade,15-08-19,Honda
S200900489,Parking Without Authorization,West Parkade,15-08-19,Dodge
S200900490,Parking Without Authorization,West Parkade,15-08-19,Ford
S200900491,Parking Without Authorization,Wesbrook Mall,15-08-20,Mazda
S200900492,Parking Without Authorization,Acute Care Unit Lot,15-08-20,Toyota
S200900493,Parking Without Authorization,Walter Gage Road,15-08-20,Ford
S200900494,Parking Without Authorization,Walter Gage Road,15-08-20,Toyota
S200900495,Parking Without Authorization,Thunderbird Parkade,15-08-20,Toyota
S200900496,Parking Without Authorization,C2 LOT,15-08-20,General Motors
S200900497,Parking Without Authorization,C2 LOT,15-08-20,General Motors
S200900498,Parking Without Authorization,North Parkade,15-08-20,Toyota
S200900499,Parking Without Authorization,North Parkade,15-08-20,Maserati
S200900500,Parking Without Authorization,North Parkade,15-08-20,Ford
S200900501,Parking Without Authorization,Fraser River Parkade,15-08-20,Mercendes-Benz
S200900502,Parking Without Authorization,Fraser River Parkade,15-08-20,Audi
S200900503,Parking Without Authorization,Thunderbird Parkade,15-08-20,Nissan
S200900504,Parking Without Authorization,Thunderbird Parkade,15-08-20,Honda
S200900505,Parking Without Authorization,Thunderbird Parkade,15-08-20,Honda
S200900506,Parking Without Authorization,Totem Meters,15-08-21,Ford
S200900507,Parking Without Authorization,B4 LOT,15-08-21,Mercendes-Benz
S200900508,Parking Without Authorization,B4 LOT,15-08-21,Honda
S200900509,Parking Without Authorization,B4 LOT,15-08-21,Toyota
S200900510,Parking Without Authorization,C2 LOT,15-08-21,General Motors
S200900511,Parking Without Authorization,C2 LOT,15-08-21,General Motors
S200900512,Parking Without Authorization,Thunderbird Parkade,15-08-21,Nissan
S200900513,Parking Without Authorization,Thunderbird Parkade,15-08-21,Toyota
S200900514,Parking Without Authorization,Thunderbird Parkade,15-08-21,Toyota
S200900515,Parking Without Authorization,Winter Sports Lot,15-08-21,Acura
S200900516,Parking Without Authorization,Rugby Pavilion,15-08-21,Toyota
S200900517,Parking Without Authorization,Stadium Lot,15-08-21,Jeep
S200900518,Parking Without Authorization,Stadium Lot,15-08-21,Ford
S200900519,Parking Without Authorization,Stadium Lot,15-08-21,Honda
S200900520,Parking Without Authorization,Stadium Lot,15-08-21,Hyundai
S200900521,Parking Without Authorization,Wesbrook Mall,15-08-21,Honda
S200900522,Parking Without Authorization,C2 LOT,15-08-21,Volkswagen
S200900523,Parking Without Authorization,C2 LOT,15-08-21,Mini
S200900524,Parking Without Authorization,B4 LOT,15-08-21,Toyota
S200900525,Parking Without Authorization,Ritsumeikan Lot,15-08-21,Nissan
S200900526,Parking Without Authorization,Ritsumeikan Lot,15-08-21,Porsche
S200900527,Parking Without Authorization,Totem Park Residence,15-08-21,Piaggio
S200900528,Parking Without Authorization,Rose Garden Parkade,15-08-22,Nissan
S200900529,Parking Without Authorization,Rose Garden Parkade,15-08-22,Jeep
S200900530,Parking Without Authorization,North Parkade,15-08-22,Toyota
S200900531,Parking Without Authorization,North Parkade,15-08-22,Toyota
S200900532,Parking Without Authorization,Acute Care Unit Lot,15-08-22,Unspecified
S200900533,Parking Without Authorization,Acute Care Unit Lot,15-08-22,Toyota
S200900534,Parking Without Authorization,C2 LOT,15-08-22,Subaru
S200900535,Parking Without Authorization,C2 LOT,15-08-22,Toyota
S200900536,Parking Without Authorization,Michael Smith Meters,15-08-22,Ford
S200900537,Parking Without Authorization,Michael Smith Meters,15-08-22,Volkswagen
S200900538,Parking Without Authorization,Winter Sports Lot,15-08-22,Toyota
S200900539,Parking Without Authorization,Winter Sports Lot,15-08-22,BMW
S200900540,Parking Without Authorization,Winter Sports Lot,15-08-22,Land Rover
S200900541,Parking Without Authorization,Michael Smith Meters,15-08-22,Honda
S200900542,Parking Without Authorization,Winter Sports Lot,15-08-22,Toyota
S200900543,Parking Without Authorization,Winter Sports Lot,15-08-22,Mercendes-Benz
S200900544,Parking Without Authorization,Winter Sports Lot,15-08-22,Dodge
S200900545,Parking Without Authorization,Wesbrook Mall,15-08-22,Honda
S200900546,Parking Without Authorization,Wesbrook Mall,15-08-22,Chevrolet
S200900547,Parking Without Authorization,Law Lot,15-08-22,Toyota
S200900548,Parking Without Authorization,North Parkade,15-08-22,Acura
S200900549,Parking Without Authorization,University Boulevard,15-08-22,Audi
S200900550,Parking Without Authorization,Nest,15-08-22,Toyota
S200900551,Parking Without Authorization,C2 LOT,15-08-22,Honda
S200900552,Parking Without Authorization,East Mall Road,15-08-22,Audi
S200900553,Parking Without Authorization,Thunderbird Parkade,15-08-22,Mazda
S200900554,Parking Without Authorization,Thunderbird Parkade,15-08-22,General Motors
S200900555,Parking Without Authorization,Marine Drive Lot,15-08-22,Ford
S200900556,Parking Without Authorization,Marine Drive Lot,15-08-22,Nissan
S200900557,Parking Without Authorization,West Parkade,15-08-22,Honda
S200900558,Parking Without Authorization,West Parkade,15-08-22,Toyota
S200900559,Parking Without Authorization,West Parkade,15-08-22,Honda
S200900560,Parking Without Authorization,West Parkade,15-08-22,Mitsubishi
S200900561,Parking Without Authorization,West Parkade,15-08-22,Subaru
S200900562,Parking Without Authorization,West Parkade,15-08-22,Toyota
S200900563,Vehicle in Service Zone,Nest,15-08-22,Honda
S200900564,Vehicle in Service Zone,Nest,15-08-22,Jeep
S200900565,Parking Without Authorization,North Parkade,15-08-22,Toyota
S200900566,Parking Without Authorization,North Parkade,15-08-22,Dodge
S200900567,Parking Without Authorization,C2 LOT,15-08-22,General Motors
S200900568,Parking Without Authorization,C2 LOT,15-08-22,Mazda
S200900569,Parking Without Authorization,West Parkade,15-08-24,Hyundai
S200900570,Parking Without Authorization,West Parkade,15-08-24,Honda
S200900571,Parking Without Authorization,West Parkade,15-08-24,Ford
S200900572,Parking Without Authorization,Armouries Lot,15-08-24,Toyota
S200900573,Parking Without Authorization,Memorial Lot,15-08-24,Chevrolet
S200900574,Parking Without Authorization,University Centre Lot,15-08-24,Ford
S200900575,Parking Without Authorization,Cecil Green Road,15-08-24,Honda
S200900576,Parking Without Authorization,B4 LOT,15-08-24,Jeep
S200900577,Parking Without Authorization,Rose Garden Parkade,15-08-24,Audi
S200900578,Parking Without Authorization,Fraser River Parkade,15-08-24,Toyota
S200900579,Parking Without Authorization,Sing Tao Building,15-08-24,Suzuki
S200900580,Parking Without Authorization,Sing Tao Building,15-08-24,Nissan
S200900581,Parking Without Authorization,West Parkade,15-08-24,BMW
S200900582,Parking Without Authorization,West Parkade,15-08-24,Lexus
S200900583,Parking Without Authorization,Marine Drive Lot,15-08-24,Chrysler
S200900584,Parking Without Authorization,Marine Drive Lot,15-08-24,Honda
S200900585,Parking Without Authorization,Marine Drive Lot,15-08-24,Honda
S200900586,Parking Without Authorization,Marine Drive Lot,15-08-25,Chevrolet
S200900587,Parking Without Authorization,Marine Drive Lot,15-08-25,Toyota
S200900588,Parking Without Authorization,West Parkade,15-08-25,Saturn
S200900589,Parking Without Authorization,West Parkade,15-08-25,Honda
S200900590,Parking Without Authorization,West Parkade,15-08-25,Ford
S200900591,Parking Without Authorization,Fraser River Parkade,15-08-25,Ford
S200900592,Parking Without Authorization,Rose Garden Parkade,15-08-25,Kia
S200900593,Parking Without Authorization,Rose Garden Parkade,15-08-25,Dodge
S200900594,Parking Without Authorization,Rose Garden Parkade,15-08-25,Mercendes-Benz
S200900595,Parking in Improper Location,Landscape Architecture,15-08-25,Ford
S200900596,Parking Without Authorization,Fraser River Parkade,15-08-25,Dodge
S200900597,Parking Without Authorization,Marine Drive Lot,15-08-25,Lexus
S200900598,Parking Without Authorization,Rose Garden Parkade,15-08-25,Nissan
S200900599,Parking Without Authorization,Rose Garden Parkade,15-08-25,Ford
S200900600,Parking Without Authorization,West Parkade,15-08-26,Nissan
S200900601,Parking Without Authorization,West Parkade,15-08-26,Toyota
S200900602,Parking Without Authorization,West Parkade,15-08-26,Pontiac
S200900603,Parking Without Authorization,Fraser River Parkade,15-08-26,Nissan
S200900604,Parking Without Authorization,Fraser River Parkade,15-08-26,Hyundai
S200900605,Parking Without Authorization,Rose Garden Parkade,15-08-26,Kia
S200900606,Parking Without Authorization,Rose Garden Parkade,15-08-26,Chevrolet
S200900607,Parking Without Authorization,Mary Bollert Hall Lot,15-08-26,Toyota
S200900608,Parking Without Authorization,C2 LOT,15-08-26,Pontiac
S200900609,Parking Without Authorization,Marine Drive Lot,15-08-26,Audi
S200900610,Parking Without Authorization,West Parkade,15-08-26,Toyota
S200900611,Parking Without Authorization,West Parkade,15-08-26,Toyota
S200900612,Parking Without Authorization,West Parkade,15-08-26,Mazda
S200900613,Parking Without Authorization,West Parkade,15-08-26,Jeep
S200900614,Parking Without Authorization,West Parkade,15-08-26,Ford
S200900615,Parking Without Authorization,Fraser River Parkade,15-08-26,Toyota
S200900616,Parking Without Authorization,Health Sciences Parkade,15-08-26,Yamaha
S200900617,Parking Without Authorization,Fraser River Parkade,15-08-26,Ford
S200900618,Parking Without Authorization,Marine Drive Lot,15-08-27,Toyota
S200900619,Parking Without Authorization,West Parkade,15-08-27,Honda
S200900620,Parking Without Authorization,West Parkade,15-08-27,Nissan
S200900621,Parking Without Authorization,West Parkade,15-08-27,Nissan
S200900622,Parking Without Authorization,West Parkade,15-08-27,Toyota
S200900623,Parking Without Authorization,Fraser River Parkade,15-08-27,Mitsubishi
S200900624,Parking Without Authorization,Rose Garden Parkade,15-08-27,Audi
S200900625,Improper Parking,Nest,15-08-27,General Motors
S200900626,Parking Without Authorization,Thunderbird Parkade,15-08-27,Nissan
S200900627,Parking Without Authorization,West Parkade,15-08-27,Honda
S200900628,Parking Without Authorization,West Parkade,15-08-27,Toyota
S200900629,Parking Without Authorization,West Parkade,15-08-27,Audi
S200900630,Parking Without Authorization,West Parkade,15-08-27,Toyota
S200900631,Parking Without Authorization,West Parkade,15-08-27,Mazda
S200900632,Parking Without Authorization,Fraser River Parkade,15-08-27,Honda
S200900633,Parking Without Authorization,Fraser River Parkade,15-08-27,Volkswagen
S200900634,Parking Without Authorization,Marine Drive Lot,15-08-27,Ford
S200900635,Parking in Improper Location,Landscape Architecture,15-08-28,Chevrolet
S200900636,Parking Without Authorization,Totem Park Residence,15-08-28,Mazda
S200900637,Parking Without Authorization,Marine Drive Lot,15-08-28,Hyundai
S200900638,Parking Without Authorization,Marine Drive Meters,15-08-28,Chrysler
S200900639,Parking Without Authorization,West Parkade,15-08-28,Subaru
S200900640,Parking Without Authorization,West Parkade,15-08-28,Scion
S200900641,Parking Without Authorization,Rose Garden Parkade,15-08-28,Audi
S200900642,Parking Without Authorization,University Centre Lot,15-08-28,Toyota
S200900643,Parking in Improper Location,West Mall Road,15-08-28,Hyundai
S200900644,Parking Without Authorization,B4 LOT,15-08-28,Toyota
S200900645,Parking Without Authorization,B4 LOT,15-08-28,Chevrolet
S200900646,Parking Without Authorization,B4 LOT,15-08-28,Nissan
S200900647,Parking Without Authorization,West Parkade,15-08-28,Ford
S200900648,Parking Without Authorization,West Parkade,15-08-28,Subaru
S200900649,Parking Without Authorization,West Parkade,15-08-28,Honda
S200900650,Parking Without Authorization,West Parkade,15-08-28,BMW
S200900651,Parking Without Authorization,Fraser River Parkade,15-08-28,Toyota
S200900652,Parking Without Authorization,Fraser River Parkade,15-08-28,Toyota
S200900653,Parking Without Authorization,Fraser River Parkade,15-08-28,Volkswagen
S200900654,Parking Without Authorization,University Centre Lot,15-08-28,Chevrolet
S200900655,Parking Without Authorization,University Centre Lot,15-08-28,Honda
S200900656,Parking Without Authorization,University Centre Lot,15-08-28,Ford
S200900657,Parking Without Authorization,Marine Drive Lot,15-08-28,Nissan
S200900658,Parking Without Authorization,Law Lot,15-09-01,Kia
S200900659,Parking Without Authorization,Law Lot,15-09-01,Jeep
S200900660,Parking Without Authorization,Walter Gage Road,15-09-01,Toyota
S200900661,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
S200900662,Parking Without Authorization,Health Sciences Parkade,15-09-01,Mazda
S200900663,Parking Without Authorization,Health Sciences Parkade,15-09-01,Honda
