CON_TICKET_ID,VIC_DESCRIPTION,CLM_DESCRIPTION,CON_ISSUE_DATE,VKL_DESCRIPTION
S200302163,Parking Without Authorization,Acute Care Unit Lot,15-10-30,Subaru
S200302164,Parking Without Authorization,C2 LOT,15-10-30,Toyota
S200302165,Parking Without Authorization,Health Sciences Parkade,15-10-30,Mercendes-Benz
S200302166,Parking Without Authorization,Health Sciences Parkade,15-10-30,Toyota
S200302167,Parking Without Authorization,Thunderbird Parkade,15-10-30,Mini
S200302168,Parking Without Authorization,Thunderbird Parkade,15-10-30,Toyota
S200302169,Changed License Plate,2000 Blk Wesbrook Mall,15-10-30,SmartCar
S200302170,Parking Without Authorization,Law Lot,15-10-30,Kia
S200302171,Parking Without Authorization,Winter Sports Lot,15-10-30,Kia
S200302172,Parking Without Authorization,Winter Sports Lot,15-10-30,Toyota
S200302173,Parking Without Authorization,Winter Sports Lot,15-10-30,Volvo
S200302174,Parking Without Authorization,East Mall Road,15-10-30,Volkswagen
S200302175,Parking Without Authorization,East Mall Road,15-10-30,Fiat
S200302176,Parking Without Authorization,Thunderbird Parkade,15-10-30,Toyota
S200302177,Parking Without Authorization,Michael Smith Meters,15-10-30,Honda
S200302178,Unauthorized Disabled Parking,Thunderbird Parkade,15-10-30,Toyota
S200302179,Parking Without Authorization,Winter Sports Lot,15-10-30,Acura
S200302180,Parking Without Authorization,Winter Sports Lot,15-10-30,Subaru
S200302181,Changed License Plate,2100 Blk Wesbrook Mall,15-10-31,Acura
S200302182,Parking Without Authorization,Winter Sports Lot,15-10-31,Toyota
S200302183,Parking Without Authorization,Winter Sports Lot,15-10-31,Toyota
S200302184,Parking Without Authorization,Winter Sports Lot,15-10-31,Audi
S200302185,Parking Without Authorization,Winter Sports Lot,15-10-31,Audi
S200302186,Parking Without Authorization,Winter Sports Lot,15-10-31,Saab
S200302187,Parking Without Authorization,Winter Sports Lot,15-10-31,Land Rover
S200302188,Parking Without Authorization,Doug Mitchell Reserved Spaces,15-10-31,Chevrolet
S200302189,Parking Without Authorization,Doug Mitchell Reserved Spaces,15-10-31,Ford
S200302190,Parking Without Authorization,Doug Mitchell Reserved Spaces,15-10-31,Dodge
S200302191,Parking in Improper Location,Wright Field Lot,15-10-31,Toyota
S200302192,Parking Without Authorization,University Boulevard,15-10-31,Honda
S200302193,Parking Without Authorization,Wesbrook Mall,15-10-31,Audi
S200302194,Parking Without Authorization,Thunderbird Parkade,15-10-31,Toyota
S200302195,Parking Without Authorization,Thunderbird Parkade,15-10-31,Honda
S200302196,Parking Without Authorization,East Mall Road,15-10-31,Ford
S200302197,Parking Without Authorization,East Mall Road,15-10-31,Mazda
S200302198,Parking Without Authorization,East Mall Road,15-10-31,BMW
S200302199,Parking Without Authorization,East Mall Road,15-10-31,Toyota
S200302200,Parking Without Authorization,East Mall Road,15-10-31,BMW
S200302201,Parking Without Authorization,Winter Sports Lot,15-10-31,Infiniti
S200302202,Parking Without Authorization,Winter Sports Lot,15-10-31,Nissan
S200302203,Parking Without Authorization,Winter Sports Lot,15-10-31,Volkswagen
S200302204,Parking Without Authorization,Winter Sports Lot,15-10-31,Honda
S200302205,Parking Without Authorization,Doug Mitchell Reserved Spaces,15-10-31,Audi
S200302206,Parking in Improper Location,Wright Field Lot,15-10-31,Audi
S200302207,Parking in Improper Location,Wright Field Lot,15-10-31,BMW
S200302208,Parking Without Authorization,Michael Smith Meters,15-10-31,Chevrolet
S200302209,Parking Without Authorization,Agronomy Road,15-10-31,Ford
S200302210,Parking Without Authorization,Winter Sports Lot,15-10-31,BMW
S200302211,Parking Without Authorization,Winter Sports Lot,15-10-31,Honda
S200302212,Parking Without Authorization,Winter Sports Lot,15-10-31,Land Rover
S200302213,Parking Without Authorization,Winter Sports Lot,15-10-31,General Motors
S200302214,Parking Without Authorization,Health Sciences Parkade,15-10-31,Mazda
S200302215,Parking Without Authorization,Health Sciences Parkade,15-10-31,Honda
S200302216,Parking Without Authorization,Health Sciences Parkade,15-10-31,Audi
S200302217,Parking in Improper Location,Thunderbird Residence,15-10-31,Mazda
S200302218,Parking Without Authorization,B4 LOT,15-10-31,Honda
S200302219,Parking Without Authorization,B4 LOT,15-10-31,Honda
S200302220,Parking Without Authorization,MOA Lot,15-10-31,Dodge
S200302221,Parking Without Authorization,Buchanan Meters,15-10-31,Jeep
S200302222,Parking Without Authorization,East Mall Road,15-10-31,Honda
S200302223,Parking Without Authorization,East Mall Road,15-10-31,BMW
S200302224,Parking Without Authorization,East Mall Road,15-10-31,Toyota
S200302225,Parking Without Authorization,Winter Sports Lot,15-10-31,Cadillac
S200302226,Parking Without Authorization,Wesbrook Mall South,15-10-31,Hyundai
S200302227,Parking Without Authorization,Wesbrook Mall South,15-10-31,Mazda
S200302228,Parking in Improper Location,Wright Field Lot,15-10-31,Volkswagen
S200302229,Parking Without Authorization,Wesbrook Mall South,15-10-31,Audi
S200302230,Parking Without Authorization,C2 LOT,15-11-01,BMW
S200302231,Parking Without Authorization,University Boulevard,15-11-01,Honda
S200302232,Parking Without Authorization,Strangway Parking Lot,15-11-01,Unspecified
S200302233,Parking Without Authorization,Acute Care Unit Lot,15-11-01,Nissan
S200302234,Parking Without Authorization,Wesbrook Mall South,15-11-01,Mercendes-Benz
S200302235,Parking Without Authorization,Wesbrook Mall South,15-11-01,Acura
S200302236,Parking Without Authorization,Wesbrook Mall,15-11-01,Honda
S200302237,Parking Without Authorization,Agronomy Road,15-11-01,Mazda
S200302238,Parking Without Authorization,B4 LOT,15-11-01,Dodge
S200302239,Parking Without Authorization,B4 LOT,15-11-01,BMW
S200302240,Parking Without Authorization,Purdy,15-11-01,Mazda
S200302241,Parking Without Authorization,C2 LOT,15-11-01,Chevrolet
S200302242,Parking Without Authorization,C2 LOT,15-11-01,Toyota
S200302243,Parking Without Authorization,C2 LOT,15-11-01,Mazda
S200302244,Parking Without Authorization,Purdy,15-11-01,Mini
S200302245,Parking Without Authorization,Buchanan Meters,15-11-01,Toyota
S200302246,Parking Without Authorization,Buchanan Meters,15-11-01,Volkswagen
S200302247,Parking Without Authorization,Buchanan Meters,15-11-01,Mercendes-Benz
S200302248,Parking Without Authorization,Buchanan Meters,15-11-01,Mercendes-Benz
S200302249,Parking Without Authorization,Buchanan Meters,15-11-01,BMW
S200302250,Parking Without Authorization,Purdy,15-11-01,Mini
S200302251,Parking Without Authorization,East Mall Road,15-11-01,Toyota
S200302252,Parking Without Authorization,East Mall Road,15-11-01,Chevrolet
S200302253,Parking Without Authorization,East Mall Road,15-11-01,Acura
S200302254,Parking Without Authorization,East Mall Road,15-11-01,Suzuki
S200302255,Parking Without Authorization,East Mall Road,15-11-01,Nissan
S200302256,Parking Without Authorization,North Parkade,15-11-01,Subaru
S200302257,Parking Without Authorization,Health Sciences Parkade,15-11-01,General Motors
S200302258,Parking Without Authorization,Health Sciences Parkade,15-11-01,BMW
S200302259,Parking Without Authorization,Thunderbird Parkade,15-11-01,Toyota
S200302260,Parking Without Authorization,Thunderbird Parkade,15-11-01,Volvo
S200302261,Parking Without Authorization,Winter Sports Lot,15-11-02,Dodge
S200302262,Parking Without Authorization,Wesbrook Mall,15-11-02,Toyota
S200302263,Parking Without Authorization,Winter Sports Lot,15-11-02,Mercendes-Benz
S200302264,Parking Without Authorization,Winter Sports Lot,15-11-02,Volkswagen
S200302265,Parking Without Authorization,Winter Sports Lot,15-11-02,Volkswagen
S200302266,Parking Without Authorization,C2 LOT,15-11-02,Honda
S200302267,Parking Without Authorization,C2 LOT,15-11-02,Hyundai
S200302268,Parking Without Authorization,East Mall Road,15-11-02,Saab
S200302269,Parking Without Authorization,Winter Sports Lot,15-11-02,Acura
S200302270,Parking in Improper Location,Wright Field Lot,15-11-02,Mercendes-Benz
S200302271,Parking in Improper Location,Wright Field Lot,15-11-02,BMW
S200302272,Parking Without Authorization,Wesbrook Mall,15-11-02,Mercendes-Benz
S200302273,Parking Without Authorization,Stadium Lot,15-11-02,Chevrolet
S200302274,Parking Without Authorization,East Mall Road,15-11-02,Lexus
S200302275,Parking Without Authorization,B4 LOT,15-11-02,Volkswagen
S200302276,Parking Without Authorization,Winter Sports Lot,15-11-02,Infiniti
S200302277,Parking Without Authorization,Winter Sports Lot,15-11-02,Mazda
S200302278,Parking Without Authorization,UHILL,15-11-02,Nissan
S200302279,Parking Without Authorization,UHILL,15-11-02,Acura
S200302280,Parking Without Authorization,UHILL,15-11-02,Honda
S200302281,Parking in Improper Location,Fairview Avenue,15-11-03,Ford
S200302282,Parking Without Authorization,Botanical Gardens,15-11-03,Buick
S200302283,Parking Without Authorization,Botanical Gardens,15-11-03,Mercendes-Benz
S200302284,Parking Without Authorization,Winter Sports Lot,15-11-03,BMW
S200302285,Parking Without Authorization,Winter Sports Lot,15-11-03,Mercendes-Benz
S200302286,Parking Without Authorization,C2 LOT,15-11-03,Honda
S200302287,Parking Without Authorization,East Mall Road,15-11-03,Lexus
S200302288,Parking Without Authorization,East Mall Road,15-11-03,Audi
S200302289,Parking Without Authorization,East Mall Road,15-11-03,Kia
S200302290,Parking Without Authorization,East Mall Road,15-11-03,Toyota
S200302291,Parking Without Authorization,East Mall Road,15-11-03,Honda
S200302292,Parking Without Authorization,East Mall Road,15-11-03,Toyota
S200302293,Parking Without Authorization,East Mall Road,15-11-03,BMW
S200302294,Parking Without Authorization,Winter Sports Lot,15-11-03,Toyota
S200302295,Parking Without Authorization,East Mall Road,15-11-03,Toyota
S200302296,Parking Without Authorization,Winter Sports Lot,15-11-03,Mazda
S200302297,Parking Without Authorization,Wright Field Lot,15-11-03,Jeep
S200302298,Parking in Improper Location,Wright Field Lot,15-11-03,Ford
S200302299,Parking in Improper Location,Wright Field Lot,15-11-03,Ford
S200302300,Parking in Improper Location,Wright Field Lot,15-11-03,Toyota
S200302301,Parking Without Authorization,Wesbrook Mall,15-11-03,Subaru
S200302302,Parking Without Authorization,Wesbrook Mall,15-11-03,Toyota
S200302303,Parking Without Authorization,Totem Meters,15-11-03,BMW
S200302304,Parking Without Authorization,B4 LOT,15-11-03,Mercendes-Benz
S200302305,Parking Without Authorization,B4 LOT,15-11-03,Audi
S200302306,Parking Without Authorization,B4 LOT,15-11-04,Subaru
S200302307,Parking Without Authorization,C2 LOT,15-11-04,Honda
S200302308,Parking Without Authorization,C2 LOT,15-11-04,Dodge
S200302309,Parking Without Authorization,Winter Sports Lot,15-11-04,BMW
S200302310,Parking Without Authorization,Winter Sports Lot,15-11-04,Honda
S200302311,Parking Without Authorization,Winter Sports Lot,15-11-04,Acura
S200302312,Parking Without Authorization,Winter Sports Lot,15-11-04,Toyota
S200302313,Parking Without Authorization,B4 LOT,15-11-04,Ford
S200302314,Parking Without Authorization,Totem Park Residence,15-11-04,Toyota
S200302315,Parking Without Authorization,Totem Park Residence,15-11-04,Ford
S200302316,Parking Without Authorization,East Mall Road,15-11-04,Honda
S200302317,Parking Without Authorization,East Mall Road,15-11-04,Volkswagen
S200302318,Parking Without Authorization,Winter Sports Lot,15-11-04,Toyota
S200302319,Parking Without Authorization,Winter Sports Lot,15-11-04,Audi
S200302320,Parking Without Authorization,Wesbrook Mall,15-11-04,Lexus
S200302321,Parking Without Authorization,East Mall Road,15-11-04,Volvo
S200302322,Parking Without Authorization,East Mall Road,15-11-04,Lexus
S200302323,Parking Without Authorization,UHILL,15-11-04,Audi
S200302324,Parking Without Authorization,UHILL,15-11-04,General Motors
S200302325,Parking Without Authorization,East Mall Road,15-11-04,Volkswagen
S200302326,Parking Without Authorization,East Mall Road,15-11-04,Nissan
S200302327,Parking Without Authorization,East Mall Road,15-11-04,Dodge
S200302328,Parking Without Authorization,East Mall Road,15-11-04,Honda
S200302329,Parking Without Authorization,East Mall Road,15-11-04,Porsche
S200302330,Parking Without Authorization,East Mall Road,15-11-04,Volkswagen
S200302331,Parking Without Authorization,Winter Sports Lot,15-11-04,Land Rover
S200302332,Parking Without Authorization,Wesbrook Mall,15-11-04,Nissan
S200302333,Parking Without Authorization,B4 LOT,15-11-04,BMW
S200302334,Parking Without Authorization,C2 LOT,15-11-04,Dodge
S200302335,Parking Without Authorization,Stadium Lot,15-11-04,Saturn
S200302336,Parking Without Authorization,Stadium Lot,15-11-04,Subaru
S200302337,Parking Without Authorization,East Mall Road,15-11-04,Hyundai
S200302338,Parking in Improper Location,Wright Field Lot,15-11-04,Hummer
S200302339,Parking Without Authorization,East Mall Road,15-11-04,Chevrolet
S200302340,Parking Without Authorization,East Mall Road,15-11-04,Toyota
S200302341,Parking Without Authorization,Winter Sports Lot,15-11-04,Lexus
S200302342,Parking Without Authorization,Winter Sports Lot,15-11-04,Chevrolet
S200302343,Parking Without Authorization,Winter Sports Lot,15-11-04,Jeep
S200302344,Parking Without Authorization,Winter Sports Lot,15-11-04,Land Rover
S200302345,Parking Without Authorization,B4 LOT,15-11-05,Toyota
S200302346,Parking Without Authorization,C2 LOT,15-11-05,Subaru
S200302347,Parking Without Authorization,C2 LOT,15-11-05,Acura
S200302348,Parking Without Authorization,C2 LOT,15-11-05,Volvo
S200302349,Parking Without Authorization,Winter Sports Lot,15-11-05,Honda
S200302350,Parking Without Authorization,Stadium Lot,15-11-05,Mazda
S200302351,Parking Without Authorization,Stadium Lot,15-11-05,Audi
S200302352,Parking Without Authorization,Wesbrook Mall,15-11-05,Subaru
S200302353,Parking Without Authorization,East Mall Road,15-11-05,Cadillac
S200302354,Parking Without Authorization,East Mall Road,15-11-05,Toyota
S200302355,Parking Without Authorization,East Mall Road,15-11-05,Audi
S200302356,Parking Without Authorization,Stadium Lot,15-11-05,Honda
S200302357,Parking in Improper Location,Wright Field Lot,15-11-05,Lexus
S200302358,Parking Without Authorization,Wesbrook Mall,15-11-05,Saturn
S200302359,Parking Without Authorization,East Mall Road,15-11-05,Mercendes-Benz
S200302360,Parking Without Authorization,East Mall Road,15-11-05,Nissan
S200302361,Parking Without Authorization,East Mall Road,15-11-05,Acura
S200302362,Parking Without Authorization,East Mall Road,15-11-05,Volkswagen
S200302363,Parking Without Authorization,East Mall Road,15-11-05,Toyota
S200302364,Parking Without Authorization,Winter Sports Lot,15-11-05,Honda
S200302365,Parking Without Authorization,Winter Sports Lot,15-11-05,Mercendes-Benz
S200302366,Parking Without Authorization,Winter Sports Lot,15-11-05,Volkswagen
S200302367,Parking Without Authorization,B4 LOT,15-11-05,Suzuki
S200302368,Parking Without Authorization,B4 LOT,15-11-05,Mercendes-Benz
S200302369,Parking Without Authorization,Totem Meters,15-11-05,Honda
S200302370,Parking Without Authorization,East Mall Road,15-11-05,Chevrolet
S200302371,Parking Without Authorization,Winter Sports Lot,15-11-05,Toyota
S200302372,Parking Without Authorization,Winter Sports Lot,15-11-05,Ford
S200302373,Parking Without Authorization,Winter Sports Lot,15-11-05,Audi
S200302374,Parking Without Authorization,C2 LOT,15-11-05,Acura
S200302375,Parking Without Authorization,East Mall Road,15-11-05,Mercendes-Benz
S200302376,Parking Without Authorization,Winter Sports Lot,15-11-05,Honda
S200302377,Parking Without Authorization,Winter Sports Lot,15-11-05,Ford
S200302378,Parking Without Authorization,C2 LOT,15-11-06,Mercendes-Benz
S200302379,Parking Without Authorization,C2 LOT,15-11-06,Land Rover
